id,full_name,state,name,y,x,category,description
743,Annapolis, MD,East Coast Knights Of The True Invisible Empire,38.942027,-76.539584,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
744,Raleigh, NC,East Coast Knights Of The True Invisible Empire,35.715808,-78.819049,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
745,Girardville, PA,East Coast Knights Of The True Invisible Empire,40.789185,-76.295647,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
746,Live Oak, FL,Georgia Knight Riders of the Ku Klux Klan,30.27507,-83.009316,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
747,Alpena, MI,Great Lakes Knights of the Ku Klux Klan,45.041799,-83.476641,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
748,Vanndale, AR,International Keystone Knights of the Ku Klux Klan,35.312071,-90.775351,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
749,Cedartown, GA,International Keystone Knights of the Ku Klux Klan,33.961991,-85.299526,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
750,Jackson, MS,International Keystone Knights of the Ku Klux Klan,32.209659,-90.321891,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
751,Harrison, AR,Knights of the Ku Klux Klan,36.205615,-93.159356,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
752,Hudson, FL,Knights of the White Disciples,28.338083,-82.723517,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
753,Raleigh, NC,Knights of the White Disciples,35.715808,-78.819049,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
754,Church Hill, TN,Ku Klos Knights of the Ku Klux Klan,36.496492,-82.792391,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
755,Hazel Green, AL,Ku Klos Knights of the Ku Klux Klan,34.902284,-86.600525,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
756,Vance, AL,Ku Klos Knights of the Ku Klux Klan,33.109838,-87.280517,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
757,Cape Coral, FL,Ku Klos Knights of the Ku Klux Klan,26.52521,-82.091363,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
758,Hudson, FL,Ku Klos Knights of the Ku Klux Klan,28.338083,-82.723517,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
759,Wauchula, FL,Ku Klos Knights of the Ku Klux Klan,27.527102,-81.842152,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
760,Gurnee, IL,Ku Klos Knights of the Ku Klux Klan,42.327436,-88.003022,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
761,Springfield, IL,Ku Klos Knights of the Ku Klux Klan,39.653626,-89.773177,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
762,Indianapolis, IN,Ku Klos Knights of the Ku Klux Klan,39.632177,-86.328121,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
763,Kokomo, IN,Ku Klos Knights of the Ku Klux Klan,40.41887,-86.184393,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
764,Muncie, IN,Ku Klos Knights of the Ku Klux Klan,40.149103,-85.454449,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
765,Indianapolis, IN,Ku Klos Knights of the Ku Klux Klan,39.632177,-86.328121,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
766,Harrodsburg, KY,Ku Klos Knights of the Ku Klux Klan,37.723152,-84.876672,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
767,Battle Creek, MI,Ku Klos Knights of the Ku Klux Klan,42.246071,-85.298024,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
768,Springfield, MO,Ku Klos Knights of the Ku Klux Klan,37.087402,-93.414006,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
769,Leakesville, MS,Ku Klos Knights of the Ku Klux Klan,31.142718,-88.570153,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
770,Chapel Hill, NC,Ku Klos Knights of the Ku Klux Klan,35.869552,-79.083171,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
771,Sanford, NC,Ku Klos Knights of the Ku Klux Klan,35.410811,-79.243784,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
772,Hempstead, NY,Ku Klos Knights of the Ku Klux Klan,40.684493,-73.643173,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
773,Bally, PA,Ku Klos Knights of the Ku Klux Klan,40.394188,-75.596384,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
774,Butler, TN,Ku Klos Knights of the Ku Klux Klan,36.348302,-82.044345,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
775,Erwin, TN,Ku Klos Knights of the Ku Klux Klan,36.115583,-82.448002,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
776,Hendersonville, TN,Ku Klos Knights of the Ku Klux Klan,36.247911,-86.678245,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
777,Hixson, TN,Ku Klos Knights of the Ku Klux Klan,35.10667,-85.282588,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
778,Knoxville, TN,Ku Klos Knights of the Ku Klux Klan,35.849499,-84.161622,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
779,Lexington, TN,Ku Klos Knights of the Ku Klux Klan,35.611096,-88.451128,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
780,Memphis, TN,Ku Klos Knights of the Ku Klux Klan,34.994185,-90.304493,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
781,Murfreesboro, TN,Ku Klos Knights of the Ku Klux Klan,35.762729,-86.503532,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
782,Columbus, OH,Ku Klos Knights of the Ku Klux Klan,39.808631,-83.21028,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
783,Meadville, PA,Ku Klos Knights of the Ku Klux Klan,41.623489,-80.171433,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
784,Oil City, PA,Ku Klos Knights of the Ku Klux Klan,41.405165,-79.733466,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
785,Gatesville, TX,Ku Klos Knights of the Ku Klux Klan,31.385159,-97.794275,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
786,Austin, TX,Ku Klos Knights of the Ku Klux Klan,30.098659,-97.938383,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
787,Richmond, VA,Ku Klos Knights of the Ku Klux Klan,37.446553,-77.601011,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
788,Pelham, NC,Loyal White Knights of the Ku Klux Klan,36.50879,-79.47304,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
789,Birmingham, AL,Loyal White Knights of the Ku Klux Klan,33.38376,-87.122124,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
790,Cullman, AL,Loyal White Knights of the Ku Klux Klan,34.099693,-86.900727,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
791,Huntsville, AL,Loyal White Knights of the Ku Klux Klan,34.537651,-86.905704,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
792,Mobile, AL,Loyal White Knights of the Ku Klux Klan,30.560374,-88.221253,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
793,Montgomery, AL,Loyal White Knights of the Ku Klux Klan,32.249921,-86.41987,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
794,Anaheim, CA,Loyal White Knights of the Ku Klux Klan,33.788916,-118.017595,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
795,San Francisco, CA,Loyal White Knights of the Ku Klux Klan,37.7034,-122.527,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
796,Jacksonville, FL,Loyal White Knights of the Ku Klux Klan,30.103748,-82.049502,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
797,Canton, GA,Loyal White Knights of the Ku Klux Klan,34.174106,-84.549765,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
798,Covington, GA,Loyal White Knights of the Ku Klux Klan,33.55798,-83.898495,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
799,Dallas, GA,Loyal White Knights of the Ku Klux Klan,33.890061,-84.8974,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
800,Valdosta, GA,Loyal White Knights of the Ku Klux Klan,30.762471,-83.344513,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
801,Clay City, IL,Loyal White Knights of the Ku Klux Klan,38.675582,-88.36531,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
802,Baton Rouge, LA,Loyal White Knights of the Ku Klux Klan,30.323732,-91.216307,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
803,Trenton, MI,Loyal White Knights of the Ku Klux Klan,42.111915,-83.221297,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
804,Jackson, MS,Loyal White Knights of the Ku Klux Klan,32.209659,-90.321891,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
805,Hampton Bays, NY,Loyal White Knights of the Ku Klux Klan,40.815482,-72.571648,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
806,Columbus, OH,Loyal White Knights of the Ku Klux Klan,39.808631,-83.21028,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
807,Charleston, SC,Loyal White Knights of the Ku Klux Klan,32.668505,-80.14379,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
808,Fort Worth, TX,Loyal White Knights of the Ku Klux Klan,32.552315,-97.544923,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
809,Danville, VA,Loyal White Knights of the Ku Klux Klan,36.540822,-79.519301,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
810,Richmond, VA,Loyal White Knights of the Ku Klux Klan,37.446553,-77.601011,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
811,Dixonville, PA,Militant Knights Ku Klux Klan,40.701829,-79.024559,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
812,Montgomery, AL,Militant Knights Ku Klux Klan,32.249921,-86.41987,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
813,Augusta, ME,Militant Knights Ku Klux Klan,44.275081,-69.835899,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
814,Alpena, MI,Militant Knights Ku Klux Klan,45.041799,-83.476641,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
815,Minneapolis, MN,Militant Knights Ku Klux Klan,44.890144,-93.329163,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
816,Jackson, MS,Militant Knights Ku Klux Klan,32.209659,-90.321891,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
817,Jefferson City, MO,Militant Knights Ku Klux Klan,38.524735,-92.287547,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
818,Trenton, NJ,Militant Knights Ku Klux Klan,40.184257,-74.81934,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
819,Albany, NY,Militant Knights Ku Klux Klan,42.613901,-73.898099,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
820,Columbus, OH,Militant Knights Ku Klux Klan,39.808631,-83.21028,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
821,Gladeville, TN,Militant Knights Ku Klux Klan,36.111209,-86.41773,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
822,Flint, TX,Militant Knights Ku Klux Klan,32.202695,-95.349912,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
823,Dawson Springs, KY,Nordic Order Knights of the Ku Klux Klan,37.148265,-87.709643,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
824,Montgomery, AL,Nordic Order Knights of the Ku Klux Klan,32.249921,-86.41987,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
